test_data_id,profit_per_user,model_size,module_count,topology_degree,bandwidth,gpu_cost,memory_cost,bandwidth_cost,computation_ability,memory_ability,multi_func_min_cost_cost,multi_func_min_cost_deploy_cost,multi_func_min_cost_comm_cost,multi_func_min_cost_profit,multi_func_min_cost_users,multi_func_min_cost_nodes,multi_func_min_cost_avg_modules,multi_func_profit_cost,multi_func_profit_deploy_cost,multi_func_profit_comm_cost,multi_func_profit_profit,multi_func_profit_users,multi_func_profit_nodes,multi_func_profit_avg_modules,multi_func_worst_profit_cost,multi_func_worst_profit_deploy_cost,multi_func_worst_profit_comm_cost,multi_func_worst_profit_profit,multi_func_worst_profit_users,multi_func_worst_profit_nodes,multi_func_worst_profit_avg_modules,multi_func_max_users_cost,multi_func_max_users_deploy_cost,multi_func_max_users_comm_cost,multi_func_max_users_profit,multi_func_max_users_users,multi_func_max_users_nodes,multi_func_max_users_avg_modules,single_func_cost,single_func_deploy_cost,single_func_comm_cost,single_func_profit,single_func_users,single_func_nodes,single_func_avg_modules,multi_func_min_cost_cost_per_user,multi_func_min_cost_profit_per_user,multi_func_min_cost_deploy_cost_per_user,multi_func_min_cost_comm_cost_per_user,multi_func_profit_cost_per_user,multi_func_profit_profit_per_user,multi_func_profit_deploy_cost_per_user,multi_func_profit_comm_cost_per_user,multi_func_worst_profit_cost_per_user,multi_func_worst_profit_profit_per_user,multi_func_worst_profit_deploy_cost_per_user,multi_func_worst_profit_comm_cost_per_user,multi_func_max_users_cost_per_user,multi_func_max_users_profit_per_user,multi_func_max_users_deploy_cost_per_user,multi_func_max_users_comm_cost_per_user,single_func_cost_per_user,single_func_profit_per_user,single_func_deploy_cost_per_user,single_func_comm_cost_per_user
6,125,13000000000,4,5,100,0.004,0.001,0.1,5200,15600,181.33333333333331,152.53333333333333,28.8,-14.666666666666686,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-14.666666666666686,1.3333333333333333,4,1.0,577.8666666666667,537.3333333333334,40.53333333333333,-411.2000000000001,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-14.666666666666686,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-14.666666666666686,1.3333333333333333,4,1.0,136.0,-11.000000000000014,114.4,21.6,136.0,-11.000000000000014,114.4,21.6,433.40000000000003,-308.4000000000001,403.00000000000006,30.4,136.0,-11.000000000000014,114.4,21.6,136.0,-11.000000000000014,114.4,21.6
8,175,13000000000,4,5,100,0.004,0.001,0.1,5200,15600,181.33333333333331,152.53333333333333,28.8,51.99999999999997,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,51.99999999999997,1.3333333333333333,4,1.0,577.8666666666667,537.3333333333334,40.53333333333333,-344.53333333333336,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,51.99999999999997,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,51.99999999999997,1.3333333333333333,4,1.0,136.0,38.99999999999998,114.4,21.6,136.0,38.99999999999998,114.4,21.6,433.40000000000003,-258.40000000000003,403.00000000000006,30.4,136.0,38.99999999999998,114.4,21.6,136.0,38.99999999999998,114.4,21.6
7,150,13000000000,4,5,100,0.004,0.001,0.1,5200,15600,181.33333333333331,152.53333333333333,28.8,18.666666666666657,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,18.666666666666657,1.3333333333333333,4,1.0,577.8666666666667,537.3333333333334,40.53333333333333,-377.8666666666667,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,18.666666666666657,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,18.666666666666657,1.3333333333333333,4,1.0,136.0,13.999999999999993,114.4,21.6,136.0,13.999999999999993,114.4,21.6,433.40000000000003,-283.40000000000003,403.00000000000006,30.4,136.0,13.999999999999993,114.4,21.6,136.0,13.999999999999993,114.4,21.6
9,200,13000000000,4,5,100,0.004,0.001,0.1,5200,15600,181.33333333333331,152.53333333333333,28.8,85.33333333333329,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,85.33333333333329,1.3333333333333333,4,1.0,577.8666666666667,537.3333333333334,40.53333333333333,-311.20000000000005,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,85.33333333333329,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,85.33333333333329,1.3333333333333333,4,1.0,136.0,63.999999999999964,114.4,21.6,136.0,63.999999999999964,114.4,21.6,433.40000000000003,-233.40000000000003,403.00000000000006,30.4,136.0,63.999999999999964,114.4,21.6,136.0,63.999999999999964,114.4,21.6
11,25,13000000000,4,5,100,0.004,0.001,0.1,5200,19500,181.33333333333331,152.53333333333333,28.8,-148.0,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-148.0,1.3333333333333333,4,1.0,577.8666666666667,537.3333333333334,40.53333333333333,-544.5333333333333,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-148.0,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-148.0,1.3333333333333333,4,1.0,136.0,-111.0,114.4,21.6,136.0,-111.0,114.4,21.6,433.40000000000003,-408.4,403.00000000000006,30.4,136.0,-111.0,114.4,21.6,136.0,-111.0,114.4,21.6
10,0,13000000000,4,5,100,0.004,0.001,0.1,5200,19500,181.33333333333331,152.53333333333333,28.8,-181.33333333333331,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-181.33333333333331,1.3333333333333333,4,1.0,577.8666666666667,537.3333333333334,40.53333333333333,-577.8666666666667,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-181.33333333333331,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-181.33333333333331,1.3333333333333333,4,1.0,136.0,-136.0,114.4,21.6,136.0,-136.0,114.4,21.6,433.40000000000003,-433.40000000000003,403.00000000000006,30.4,136.0,-136.0,114.4,21.6,136.0,-136.0,114.4,21.6
14,100,13000000000,4,5,100,0.004,0.001,0.1,5200,19500,181.33333333333331,152.53333333333333,28.8,-48.00000000000003,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-48.00000000000003,1.3333333333333333,4,1.0,577.8666666666667,537.3333333333334,40.53333333333333,-444.53333333333336,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-48.00000000000003,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-48.00000000000003,1.3333333333333333,4,1.0,136.0,-36.00000000000002,114.4,21.6,136.0,-36.00000000000002,114.4,21.6,433.40000000000003,-333.40000000000003,403.00000000000006,30.4,136.0,-36.00000000000002,114.4,21.6,136.0,-36.00000000000002,114.4,21.6
13,75,13000000000,4,5,100,0.004,0.001,0.1,5200,19500,181.33333333333331,152.53333333333333,28.8,-81.33333333333334,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-81.33333333333334,1.3333333333333333,4,1.0,577.8666666666667,537.3333333333334,40.53333333333333,-477.8666666666667,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-81.33333333333334,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-81.33333333333334,1.3333333333333333,4,1.0,136.0,-61.00000000000001,114.4,21.6,136.0,-61.00000000000001,114.4,21.6,433.40000000000003,-358.40000000000003,403.00000000000006,30.4,136.0,-61.00000000000001,114.4,21.6,136.0,-61.00000000000001,114.4,21.6
12,50,13000000000,4,5,100,0.004,0.001,0.1,5200,19500,181.33333333333331,152.53333333333333,28.8,-114.66666666666669,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-114.66666666666669,1.3333333333333333,4,1.0,577.8666666666667,537.3333333333334,40.53333333333333,-511.2000000000001,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-114.66666666666669,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-114.66666666666669,1.3333333333333333,4,1.0,136.0,-86.00000000000001,114.4,21.6,136.0,-86.00000000000001,114.4,21.6,433.40000000000003,-383.4000000000001,403.00000000000006,30.4,136.0,-86.00000000000001,114.4,21.6,136.0,-86.00000000000001,114.4,21.6
15,125,13000000000,4,5,100,0.004,0.001,0.1,5200,19500,181.33333333333331,152.53333333333333,28.8,-14.666666666666686,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-14.666666666666686,1.3333333333333333,4,1.0,577.8666666666667,537.3333333333334,40.53333333333333,-411.2000000000001,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-14.666666666666686,1.3333333333333333,4,1.0,181.33333333333331,152.53333333333333,28.8,-14.666666666666686,1.3333333333333333,4,1.0,136.0,-11.000000000000014,114.4,21.6,136.0,-11.000000000000014,114.4,21.6,433.40000000000003,-308.4000000000001,403.00000000000006,30.4,136.0,-11.000000000000014,114.4,21.6,136.0,-11.000000000000014,114.4,21.6
